participant_id,gender,ethnicity,country,age,age_prolific,age_diff,global_check,attention_check1_numeric,attention_check2_numeric,attention_check1,attention_check2,attention_check3,self_exclude,bot_check,completeness_check,age_check,completion_time_check,completion_time,desirability_poop,desirability_chocolate,classic_poop,classic_chocolate,original_poop,original_chocolate,classic_poop_pos_neg,classic_poop_pleasant_unpleasant,classic_poop_good_bad,classic_chocolate_pos_neg,classic_chocolate_pleasant_unpleasant,classic_chocolate_good_bad,original_poop_like,original_poop_attention_capturing,original_poop_unusual,original_poop_figure_out,original_poop_positive,original_poop_fixtated,original_poop_look_away,original_poop_focused,original_poop_negative,original_poop_disgusting,original_poop_appealing,original_poop_eye_catching,original_poop_attractive,original_poop_avoid_looking,original_chocolate_like,original_chocolate_attention_capturing,original_chocolate_unusual,original_chocolate_figure_out,original_chocolate_positive,original_chocolate_fixtated,original_chocolate_look_away,original_chocolate_focused,original_chocolate_negative,original_chocolate_disgusting,original_chocolate_appealing,original_chocolate_eye_catching,original_chocolate_attractive,original_chocolate_avoid_looking,pedophile,love,murder,vacation,racist,shrewd,honest,dishonest,mcdonalds,burgerking,conservatives,liberals,girls_skirts,boys_skirts,cats_legs,fish_legs
cb34c,male,White,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,187,1,6,2.6666666666666665,5.666666666666667,1.5,5.357142857142857,3,1,4,6,6,5,1,1,1,1,1,1,2,1,4,2,1,1,1,3,6,5,2,4,5,5,7,5,7,7,5,5,5,7,1,7,1,7,1,5,5,1,5,5,2,3,7,1,7,1
b335e,male,White,United Kingdom,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,241,1,6,1,6,2.4285714285714284,5.214285714285714,1,1,1,6,6,6,1,5,5,3,2,2,1,5,2,1,1,4,1,1,5,5,2,2,5,5,6,5,6,7,6,6,6,7,1,7,2,6,1,6,6,2,2,2,2,5,4,2,7,1
30252,male,White,United States,67,67,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,241,1,6,1,6,1.7142857142857142,5.142857142857143,1,1,1,6,6,6,1,4,2,1,1,1,3,1,1,1,1,4,1,2,7,6,1,1,7,2,7,3,7,7,6,5,6,7,1,7,1,6,1,1,6,1,4,4,4,4,3,1,7,1
be46d,male,White,United Kingdom,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,296,1,7,1,6,1.8571428571428572,5.071428571428571,1,1,1,6,6,6,1,3,6,1,1,1,1,3,1,1,1,4,1,1,7,4,1,4,6,2,7,4,7,7,6,5,4,7,1,7,2,7,3,4,6,2,6,7,3,2,7,1,7,1
c9e05,female,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,159,1,7,1.6666666666666667,7,1.0714285714285714,6.214285714285714,2,1,2,7,7,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,7,2,5,7,5,7,5,7,7,7,7,7,7,1,7,1,7,1,4,7,1,5,5,4,3,6,2,7,1
7e0ca,male,White,United Kingdom,39,39,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,196,1,7,2.3333333333333335,6.333333333333333,2.142857142857143,5.142857142857143,2,1,4,6,7,6,1,6,3,2,1,2,1,3,1,2,1,5,1,1,6,5,2,4,2,4,7,5,7,7,6,5,5,7,1,7,1,6,1,6,7,1,1,2,1,5,3,2,7,1
98f07,female,White,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,201,1,6,1,6,1.8571428571428572,4.857142857142857,1,1,1,5,6,7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,7,3,1,2,6,3,7,4,7,7,6,3,5,7,1,7,1,6,1,6,7,1,4,4,4,4,5,2,1,1
6b859,male,White,United States,28,28,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,370,1,7,1,7,1.4285714285714286,6.571428571428571,1,1,1,7,7,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,6,1,7,3,1,7,1,7,6,7,1,7,1,7,1
3ec04,female,White,United Kingdom,47,47,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,285,1,7,1,7,1.5,6.642857142857143,1,1,1,7,7,7,1,6,2,1,1,1,1,2,1,1,1,1,1,1,7,7,6,6,7,7,7,6,7,7,7,6,6,7,1,7,1,7,1,6,7,1,6,5,3,3,7,1,7,1
d8848,female,Asian,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,285,3,6,3.6666666666666665,6,3.0714285714285716,5,4,3,4,6,6,6,3,6,4,2,2,4,2,4,3,3,2,4,2,2,5,4,2,5,5,4,7,4,7,7,5,4,4,7,1,6,2,6,2,3,6,3,4,4,4,4,5,2,7,1
cc2eb,male,White,United Kingdom,34,34,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,409,1,6,3,6,2.5,5.285714285714286,4,1,4,4,7,7,1,5,1,1,4,2,2,3,4,3,1,5,1,2,6,5,2,1,6,5,7,5,6,7,7,5,5,7,2,7,1,4,3,5,5,2,3,5,3,3,3,1,7,1
afeda,male,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,206,1,7,1.3333333333333333,7,1.9285714285714286,5.857142857142857,1,1,2,7,7,7,1,1,1,1,1,1,1,1,6,6,2,2,2,1,6,6,3,5,6,5,7,5,7,7,6,6,6,7,1,7,2,6,4,6,6,2,6,5,6,2,7,1,7,1
067c6,male,White,United Kingdom,55,55,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,370,1,7,1,7,3.7142857142857144,6.071428571428571,1,1,1,7,7,7,1,7,4,1,1,6,1,7,7,7,1,6,1,2,7,6,2,6,7,5,7,5,7,7,7,6,6,7,1,6,1,6,2,5,7,2,5,5,2,4,5,1,7,1
8b77d,male,White,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,185,1,6,1,6.333333333333333,2.0714285714285716,5.642857142857143,1,1,1,6,7,6,1,6,4,3,1,1,1,3,1,1,1,4,1,1,6,5,1,5,6,5,7,6,7,7,6,5,6,7,1,7,1,7,1,7,7,1,4,4,5,4,6,2,7,1
69b1d,male,White,United Kingdom,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,280,2,7,2.6666666666666665,6.333333333333333,2.642857142857143,5.571428571428571,3,2,3,6,7,6,1,2,3,1,2,3,4,4,4,3,1,5,1,3,7,5,4,5,5,5,7,5,6,7,6,5,5,6,1,7,1,6,1,5,6,2,2,2,3,4,4,3,7,1
6c0d6,male,White,United Kingdom,62,62,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,266,1,5,3,4.666666666666667,2.357142857142857,5,4,1,4,4,6,4,1,7,2,1,1,1,1,4,4,1,1,7,1,1,5,5,2,2,4,3,7,4,6,7,6,6,6,7,1,7,1,7,2,6,6,2,5,6,6,4,5,3,6,2
0bd1e,female,White,United States,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,267,1,5,2,6,3.5714285714285716,4.357142857142857,1,3,2,6,6,6,1,1,7,1,1,1,7,7,7,7,1,1,1,7,5,5,1,1,6,1,7,7,7,7,5,1,5,3,1,7,1,7,1,1,7,1,1,1,6,2,7,1,7,1
be698,female,White,United Kingdom,22,22,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,481,1,6,1,6.666666666666667,2,5.071428571428571,1,1,1,6,7,7,1,5,7,1,1,1,1,1,1,1,1,5,1,1,7,3,1,2,7,5,7,4,6,7,6,4,5,7,1,6,1,7,1,6,5,3,5,4,2,6,5,3,6,1
ac910,female,White,United Kingdom,65,65,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,277,1,7,1,7,3.0714285714285716,6.142857142857143,1,1,1,7,7,7,1,2,4,1,1,1,1,2,7,7,7,1,1,7,7,6,4,5,6,6,5,6,7,7,7,6,7,7,1,7,1,7,2,6,6,2,2,2,3,6,6,2,7,1
ffb4a,male,Asian,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,129,1,3,1,3,1.4285714285714286,4.428571428571429,1,1,1,3,3,3,1,7,1,1,1,1,1,1,1,1,1,1,1,1,3,6,1,5,5,5,5,1,6,5,5,5,5,5,1,7,1,7,1,5,7,1,2,2,1,6,6,3,7,1
e3e41,male,White,United States,34,33,1,passed,1,7,passed,passed,passed,passed,passed,passed,failed,passed,317,1,7,1,7,1.7142857142857142,6.571428571428571,1,1,1,7,7,7,1,6,6,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,1,7,1,7,7,4,4,7,2,7,1
dfd57,male,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,345,1,6,1.3333333333333333,6,1.2142857142857142,4.571428571428571,1,1,2,6,6,6,1,1,1,1,1,1,1,1,4,1,1,1,1,1,6,4,1,1,6,1,7,4,7,7,5,3,5,7,1,7,1,7,1,7,7,1,1,1,1,1,7,1,7,1
82d5d,male,White,United Kingdom,51,51,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,195,1,4,3,4.333333333333333,3.2857142857142856,4.071428571428571,3,2,4,4,5,4,1,5,3,4,3,3,3,3,5,5,2,4,2,3,3,3,2,4,4,3,6,2,6,6,4,3,4,7,1,7,1,5,1,4,5,3,2,2,1,1,3,2,7,1
0da81,female,White,United Kingdom,46,46,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,240,4,7,2,7,1,4.571428571428571,1,1,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,5,7,5,7,7,1,1,1,7,1,7,1,7,1,3,5,1,7,6,1,3,2,1,7,1
c2a8b,male,White,United Kingdom,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,372,1,6,1.3333333333333333,7,1.4285714285714286,6.571428571428571,1,1,2,7,7,7,1,1,4,1,1,1,1,2,2,2,1,1,1,1,7,7,3,7,7,6,7,6,7,7,7,7,7,7,1,7,1,7,1,6,7,2,2,2,1,4,6,3,7,1
d38e4,male,White,United Kingdom,29,29,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,162,1,7,2,7,2.142857142857143,6.214285714285714,2,1,3,7,7,7,1,5,2,4,3,1,1,1,5,2,1,2,1,1,7,7,1,4,7,6,7,6,7,7,7,7,7,7,1,7,1,7,1,3,7,1,5,5,6,3,4,1,7,1
282cb,female,White,United Kingdom,64,64,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,306,1,6,1,6.333333333333333,1.6428571428571428,5.642857142857143,1,1,1,6,7,6,1,2,2,1,1,1,2,5,1,1,1,2,1,2,7,6,4,4,6,4,7,4,7,7,6,4,6,7,1,7,1,7,1,4,7,1,4,4,3,3,5,1,7,1
4a04f,female,White,United States,54,54,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,153,1,6,1.6666666666666667,7,2.4285714285714284,5.928571428571429,2,1,2,7,7,7,1,4,5,1,1,1,1,1,7,7,1,2,1,1,7,7,4,1,7,4,7,6,7,7,7,5,7,7,1,7,1,7,1,4,7,1,7,2,1,6,2,1,7,1
820f5,male,Asian,United Kingdom,21,21,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,317,1,7,1,7,2.357142857142857,6.642857142857143,1,1,1,7,7,7,1,6,6,4,1,2,1,4,2,1,1,2,1,1,7,7,2,7,7,7,7,7,7,7,7,7,7,7,2,7,1,6,2,2,7,1,6,6,5,7,6,2,7,1
83b0f,male,Mixed,United Kingdom,43,43,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,220,1,7,1,7,2.5,5.928571428571429,1,1,1,7,7,7,1,7,7,1,1,1,1,7,1,1,1,4,1,1,7,7,1,4,7,5,7,5,7,7,7,6,6,7,1,7,1,7,1,4,7,1,6,6,2,5,6,2,7,1
4e11a,male,White,United Kingdom,26,26,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,221,1,6,2,6,2.7142857142857144,4.571428571428571,2,1,3,6,6,6,1,2,3,1,1,1,5,1,5,7,1,3,1,6,5,5,1,3,5,3,7,1,7,7,5,3,5,7,1,7,1,7,1,1,7,1,2,3,4,3,7,1,7,1
76d4b,female,White,United Kingdom,35,34,1,passed,1,7,passed,passed,passed,passed,passed,passed,failed,passed,233,1,7,1,7,1.5,6.285714285714286,1,1,1,7,7,7,1,1,7,1,1,2,1,1,1,1,1,1,1,1,7,6,1,6,7,6,7,7,7,7,6,7,7,7,4,6,1,7,1,3,7,1,6,5,4,7,7,1,6,1
25ab7,female,White,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,182,1,5,1,4.666666666666667,2.142857142857143,4.214285714285714,1,1,1,4,5,5,1,2,1,1,1,1,1,4,7,2,1,5,1,2,5,3,1,2,5,2,6,4,4,7,5,4,5,6,1,7,1,7,1,4,7,1,4,6,3,5,4,1,6,1
ee396,male,Black,United Kingdom,40,40,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,199,1,7,1.3333333333333333,7,1.8571428571428572,6.571428571428571,2,1,1,7,7,7,1,1,1,1,1,1,1,1,7,7,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,5,5,2,4,7,1,7,1
cd8a0,female,White,United Kingdom,68,68,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,230,1,7,1,6,2.2142857142857144,5.5,1,1,1,6,7,5,1,7,6,1,1,1,1,3,1,1,1,5,1,1,7,5,2,1,6,4,7,5,7,7,6,6,7,7,1,7,1,7,1,5,7,1,2,2,1,7,7,1,7,1
db6aa,female,Mixed,United States,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,227,1,7,1,6.666666666666667,1.1428571428571428,6.285714285714286,1,1,1,6,7,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,6,7,6,7,5,7,7,7,7,7,7,1,7,1,6,1,4,7,1,2,5,7,2,7,1,7,1
ae82b,female,White,United Kingdom,68,68,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,372,2,7,2.3333333333333335,7,1,6.571428571428571,1,2,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,7,7,5,7,7,7,7,7,7,7,7,1,7,1,7,1,7,7,2,4,3,2,2,4,3,7,1
b7890,male,White,United States,68,68,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,316,1,7,2.3333333333333335,7,2.2857142857142856,6.071428571428571,2,2,3,7,7,7,1,3,1,1,1,2,4,3,4,5,1,3,1,2,7,6,1,5,7,6,7,6,7,7,6,6,7,7,2,7,1,6,2,6,6,3,3,5,6,2,5,1,7,1
949ad,female,White,United States,67,67,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,312,1,7,1.3333333333333333,6.666666666666667,2,6.357142857142857,1,1,2,7,7,6,1,7,1,1,1,1,1,4,1,1,1,6,1,1,7,7,2,4,7,6,7,7,7,7,7,7,7,7,1,7,1,7,1,6,6,1,3,3,2,5,4,2,7,1
dcddb,male,White,United States,23,23,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,571,1,7,1,7,1.7857142857142858,6,1,1,1,7,7,7,1,2,6,1,1,2,1,2,1,1,1,4,1,1,7,6,1,6,7,5,7,5,7,7,7,5,7,7,1,7,2,6,2,6,6,2,5,4,4,2,6,1,7,1
52acc,male,White,United Kingdom,21,21,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,150,1,6,2.6666666666666665,6,3,4.642857142857143,3,1,4,6,7,5,1,7,3,2,2,3,2,4,4,3,1,6,1,3,6,3,2,4,5,3,4,3,6,7,5,5,6,6,1,7,1,6,1,2,5,2,5,5,2,5,5,3,7,1
f2512,male,Mixed,United Kingdom,28,28,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,223,1,7,1,7,2.2857142857142856,5.428571428571429,1,1,1,7,7,7,1,7,7,1,1,1,7,1,1,1,1,1,1,1,7,5,1,4,6,4,7,5,7,7,6,5,5,7,1,7,1,6,1,6,6,3,4,4,3,5,7,1,7,1
b7fde,male,White,United Kingdom,45,57,-12,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,166,1,7,2,5.666666666666667,1.7142857142857142,5.071428571428571,1,1,4,6,6,5,1,1,1,1,1,1,1,1,7,5,1,1,1,1,6,5,2,4,5,4,6,4,6,6,6,5,5,7,1,6,1,6,1,5,6,1,2,2,4,1,5,2,7,1
79e33,female,White,United Kingdom,31,31,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,330,1,7,1,7,1.6428571428571428,5.5,1,1,1,7,7,7,1,7,4,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,7,4,7,4,7,7,7,7,7,7,1,7,1,7,1,1,7,1,6,6,3,3,7,1,7,1
636ad,male,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,193,3,7,4,4.666666666666667,2.7142857142857144,4.857142857142857,3,4,5,5,6,3,2,2,1,1,1,1,7,3,7,7,1,1,1,3,7,7,1,4,5,2,3,4,7,7,7,5,5,4,1,7,1,6,2,4,6,4,2,2,5,1,7,1,7,1
b9b5e,female,White,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,385,1,6,4,7,2.2857142857142856,5,4,4,4,7,7,7,1,4,1,1,4,1,1,4,7,4,1,1,1,1,7,4,1,1,6,1,7,5,7,7,6,5,6,7,1,7,1,7,1,4,6,1,6,6,1,4,6,4,6,1
fa13c,male,White,United Kingdom,59,59,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,170,1,7,1,7,1.5,5.714285714285714,1,1,1,7,7,7,1,2,7,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,5,7,5,7,7,7,6,6,7,1,7,1,7,1,5,7,1,5,5,3,3,4,1,7,1
0bb78,female,White,United States,36,36,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,275,1,7,1,7,2.2857142857142856,6.571428571428571,1,1,1,7,7,7,1,7,7,1,1,1,1,1,1,1,1,7,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,1,7,1,6,4,4,4,6,2,6,2
8964f,female,White,United Kingdom,41,41,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,301,1,7,2.3333333333333335,7,3.142857142857143,6.571428571428571,2,2,3,7,7,7,1,4,4,5,5,4,1,4,3,2,2,5,2,2,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,7,1,7,1,1,7,1,3,5,2,5,7,1,7,1
e8616,female,White,United States,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,410,1,7,1,7,1.2857142857142858,5.642857142857143,1,1,1,7,7,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,5,7,5,7,1,7,7,7,6,6,6,1,7,1,7,1,4,7,1,6,3,6,4,5,1,7,1
b093a,female,Black,United States,27,27,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,341,1,7,1,7,1,6.5,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,6,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,4,7,1,5,5,1,7,4,4,7,1
f1490,female,Asian,United States,35,35,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,514,1,7,1.3333333333333333,7,2.0714285714285716,5.642857142857143,1,1,2,7,7,7,1,7,5,1,1,1,1,1,1,1,1,6,1,1,7,5,1,4,6,5,7,5,7,7,7,5,6,7,1,7,1,7,2,6,6,2,4,5,5,3,6,2,7,1
3d133,female,Mixed,United States,38,38,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,362,1,7,2,7,1.4285714285714286,5.928571428571429,1,1,4,7,7,7,1,4,1,1,1,1,1,1,1,1,1,4,1,1,7,6,1,4,7,5,7,5,7,7,7,6,7,7,1,6,2,4,2,6,4,4,4,4,1,5,4,3,7,1
6dbc7,female,White,United States,26,26,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,321,1,6,1.3333333333333333,6.666666666666667,1.4285714285714286,5.357142857142857,2,1,1,6,7,7,1,2,5,1,1,1,1,1,2,1,1,1,1,1,6,7,3,3,5,3,7,3,7,7,6,7,4,7,1,6,1,6,1,2,4,2,6,6,4,4,4,4,7,1
d7e76,male,White,United Kingdom,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,220,1,7,1,7,2,6.285714285714286,1,1,1,7,7,7,1,5,2,2,1,3,1,5,1,1,1,3,1,1,7,6,2,6,7,6,7,6,7,7,7,6,7,7,1,7,1,7,1,6,7,1,5,6,5,4,7,1,7,1
a0dad,male,Asian,United States,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,255,1,7,1,7,2.642857142857143,5.785714285714286,1,1,1,7,7,7,1,7,6,4,1,1,1,4,1,1,1,7,1,1,6,7,1,4,6,5,7,6,7,7,6,6,6,7,1,7,2,6,1,4,6,2,6,5,3,3,6,1,7,1
53c80,male,White,United Kingdom,44,44,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,347,1,6,1,7,1.2142857142857142,5.857142857142857,1,1,1,7,7,7,1,3,2,1,1,1,1,1,1,1,1,1,1,1,7,7,1,5,7,4,7,5,7,7,7,5,6,7,1,7,2,7,1,4,7,2,7,7,1,4,6,2,7,1
24525,female,White,United Kingdom,58,58,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,266,2,6,2.6666666666666665,6,3.0714285714285716,5.071428571428571,2,2,4,6,6,6,2,5,1,2,4,1,4,4,3,4,1,4,2,6,5,5,1,4,6,2,6,5,6,7,5,6,6,7,1,7,1,7,1,4,7,1,4,4,2,3,5,3,7,1
8fe6b,female,White,United Kingdom,31,31,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,522,1,6,1,5.666666666666667,1.6428571428571428,5.428571428571429,1,1,1,6,6,5,1,2,6,1,1,1,1,2,2,1,1,2,1,1,6,5,1,4,5,5,7,5,6,7,6,6,6,7,1,7,2,4,2,3,6,2,2,2,1,1,4,3,6,2
e3f48,male,White,United Kingdom,45,45,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,188,1,5,2,4.666666666666667,1.7857142857142858,3.857142857142857,1,1,4,5,5,4,1,2,4,1,1,2,3,2,1,1,1,3,1,2,5,2,2,3,4,2,5,3,6,6,4,3,4,5,1,6,1,4,2,4,6,2,4,4,5,3,6,2,6,2
2c854,female,White,United Kingdom,37,37,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,185,1,7,3.6666666666666665,7,1.5,6.142857142857143,4,3,4,7,7,7,1,1,1,7,1,1,1,2,1,1,1,1,1,1,6,5,1,7,7,6,7,6,7,7,7,6,7,7,1,7,1,7,1,4,7,1,7,7,5,4,7,1,7,1
0dedf,female,Black,United States,33,33,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,906,1,6,1.3333333333333333,7,1.1428571428571428,6.142857142857143,1,1,2,7,7,7,1,1,1,1,1,1,2,1,2,1,1,1,1,1,6,6,1,6,7,6,7,5,7,7,7,7,7,7,1,7,1,7,1,4,7,1,6,6,4,4,6,3,7,1
972ca,male,White,United Kingdom,60,60,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,220,1,7,1,7,1,5.785714285714286,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,7,5,7,4,7,7,7,7,7,7,1,7,1,7,1,5,7,1,5,2,2,4,7,1,7,1
2b40b,female,Asian,United Kingdom,39,39,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,220,1,6,1,7,1.6428571428571428,6,1,1,1,7,7,7,1,1,4,1,1,1,1,1,7,1,1,1,1,1,6,7,2,5,7,6,7,6,7,7,6,5,6,7,1,7,1,7,1,4,7,2,5,5,4,4,5,2,7,1
d1317,male,White,United Kingdom,47,46,1,passed,1,7,passed,passed,passed,passed,passed,passed,failed,passed,378,2,3,3.6666666666666665,3.6666666666666665,3.2142857142857144,2.5714285714285716,4,3,4,4,3,4,2,4,1,1,1,2,7,4,7,7,2,2,1,4,4,2,1,1,1,1,5,1,7,6,1,1,1,4,4,7,4,7,4,3,6,2,4,4,5,5,5,2,7,1
8091a,female,White,United Kingdom,59,59,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,296,1,1,1,7,2.4285714285714284,6,1,1,1,7,7,7,1,6,7,1,1,1,1,5,1,2,1,5,1,1,7,7,1,6,6,5,7,6,7,7,6,6,6,7,1,7,1,6,1,4,7,1,4,4,1,6,6,2,7,1
07543,female,White,United States,64,64,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,281,3,7,3,7,2.7142857142857144,5.071428571428571,3,2,4,7,7,7,2,5,1,1,4,3,3,3,4,2,1,5,1,3,7,5,1,1,6,2,7,3,7,7,7,5,6,7,1,7,1,7,1,6,6,2,3,3,3,5,5,3,7,1
22ae4,male,Asian,United Kingdom,22,22,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,662,1,7,1,7,1.7142857142857142,6.571428571428571,1,1,1,7,7,7,1,6,6,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,1,7,1,1,6,4,4,7,1,7,1
5577b,male,White,United Kingdom,25,25,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,276,1,6,1,7,1.7142857142857142,4.357142857142857,1,1,1,7,7,7,1,5,7,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,7,1,7,1,7,7,6,3,6,7,1,7,1,7,1,4,7,1,3,3,1,6,7,4,7,1
b5293,male,White,United States,53,53,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,412,1,6,2,6,2.9285714285714284,4.642857142857143,2,2,2,6,6,6,2,6,3,2,3,1,3,3,6,2,1,5,1,3,5,5,1,1,5,2,7,3,7,7,5,5,6,6,1,6,1,6,1,6,6,2,5,5,2,5,7,1,7,1
63010,female,Mixed,United Kingdom,30,30,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,237,1,6,1,7,2.2142857142857144,6.428571428571429,1,1,1,7,7,7,1,1,6,7,1,1,1,7,1,1,1,1,1,1,7,7,2,7,7,7,7,7,7,7,7,7,4,7,1,7,1,7,1,4,7,1,1,4,4,4,5,1,7,1
0c155,female,Black,United Kingdom,52,52,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,180,1,7,1.6666666666666667,6,2.4285714285714284,5.142857142857143,2,1,2,6,7,5,1,7,1,1,1,1,1,3,7,1,1,6,2,1,7,6,1,1,4,5,6,2,5,7,7,7,7,7,1,7,1,7,1,3,7,1,5,5,5,5,7,4,7,1
4de9f,female,White,United Kingdom,28,28,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,261,7,7,4,5,4.142857142857143,5.357142857142857,4,4,4,5,5,5,4,5,6,4,4,4,7,4,4,4,1,4,1,6,5,7,1,2,6,4,7,4,7,7,6,6,6,7,1,7,1,5,1,3,7,1,2,2,1,7,6,2,7,1
764a5,male,White,United Kingdom,23,23,0,passed,1,7,passed,passed,passed,passed,passed,passed,passed,passed,266,1,6,2.6666666666666665,5.666666666666667,1.8571428571428572,5,2,2,4,6,6,5,1,1,3,1,1,1,3,2,3,2,2,2,2,2,6,5,2,4,5,5,6,5,5,6,5,5,5,6,1,6,1,6,2,2,6,3,5,5,6,2,6,2,7,1
